ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore,LTV,DTI,FEDTI
9058,2799,352,374,372,327439,42567.07,284871.93,1360.02,788,0.87,0.745273312,0.485894962
9059,9165,404,431,339,412749,41274.9,371474.1,1773.47,699,0.9,0.284612111,0.193504637
9060,6008,457,444,433,254443,15266.58,239176.42,1754.99,588,0.94,0.442075566,0.292108855
9061,2258,249,440,371,488652,48865.2,439786.8,3227,574,0.9,1.734278122,1.429140833
9062,6967,316,406,446,329329,69159.09,260169.91,1396.65,701,0.79,0.30409789,0.200466485
9063,3877,371,359,447,443245,106378.8,336866.2,2471.8,535,0.76,0.825844725,0.63755481
9064,3553,369,407,311,494127,69177.78,424949.22,1791.6,836,0.86,0.72265691,0.50424993
9065,4218,421,478,208,396831,55556.34,341274.66,2270.51,610,0.86,0.751424846,0.538290659
9066,9817,375,404,287,398240,95577.6,302662.4,2013.62,629,0.76,0.28446776,0.205115616
9067,4945,397,357,364,455662,132141.98,323520.02,2373.88,560,0.71,0.632533873,0.480056623
9068,6897,208,417,253,354791,85149.84,269641.16,1793.93,630,0.76,0.350722053,0.260102943
9069,5903,320,376,430,245960,61490,184470,880.69,774,0.75,0.26709978,0.14919363
9070,3699,407,472,361,392667,58900.05,333766.95,2449.06,581,0.85,0.899718843,0.662087051
9071,4694,415,484,394,399200,55888,343312,2284.06,604,0.86,0.678112484,0.486591393
9072,5618,389,390,316,355822,64047.96,291774.04,1749.33,651,0.82,0.45004094,0.311379494
9073,5612,477,417,382,459451,128646.28,330804.72,2427.33,536,0.72,0.591826443,0.432524947
9074,4042,473,380,294,455554,113888.5,341665.5,1440.48,830,0.75,0.567412172,0.356378031
9075,9659,290,472,282,261477,62754.48,198722.52,837.82,813,0.76,0.165629982,0.086739828
9076,2467,314,401,207,320697,93002.13,227694.87,1365.15,695,0.71,0.843190109,0.55336441
9077,3715,397,451,253,411915,32953.2,378961.8,1597.72,817,0.92,0.658336474,0.430072678
9078,2639,227,350,350,428085,21404.25,406680.75,2183.15,714,0.95,1.045907541,0.827264115
9079,9528,262,402,281,275615,77172.2,198442.8,947.4,791,0.72,0.169122586,0.099433249
9080,9636,217,401,362,274062,52071.78,221990.22,935.92,826,0.81,0.161261934,0.097127439
9081,7375,344,365,294,488264,117183.36,371080.64,1992.04,710,0.76,0.366242712,0.270107119
9082,6978,425,407,435,279888,81167.52,198720.48,837.81,818,0.71,0.23929636,0.120064488
9083,4130,390,471,277,330416,85908.16,244507.84,1312.57,725,0.74,0.526288136,0.317813559
9084,3797,339,488,344,418934,37704.06,381229.94,2797.33,569,0.91,0.954524625,0.736721096
9085,2109,253,474,401,245727,12286.35,233440.65,1553.09,635,0.95,1.081123755,0.736410621
9086,7206,242,354,270,493121,83830.57,409290.43,1725.58,844,0.83,0.322173189,0.239464335
9087,6173,421,357,215,420322,109283.72,311038.28,2069.35,625,0.74,0.461258707,0.335225984
9088,4279,393,435,323,333346,93336.88,240009.12,1596.79,642,0.72,0.56667212,0.373168965
9089,5450,213,390,285,412652,24759.12,387892.88,2580.66,630,0.94,0.584157798,0.473515596
9090,2715,333,399,297,315004,18900.24,296103.76,2172.7,582,0.94,1.069871087,0.800257827
9091,8823,275,472,262,334560,63566.4,270993.6,1988.46,526,0.81,0.310037402,0.225372322
9092,6634,307,458,304,293717,35246.04,258470.96,1896.57,539,0.88,0.401201387,0.285886343
9093,6612,466,417,389,406738,20336.9,386401.1,2316.67,653,0.95,0.483918633,0.350373563
9094,6117,356,389,266,288702,34644.24,254057.76,1212.91,793,0.88,0.320076835,0.198285107
9095,8248,374,387,404,327607,22932.49,304674.51,2027.01,636,0.93,0.338022551,0.245757759
9096,7222,318,427,440,303017,75754.25,227262.75,1220,711,0.75,0.272085295,0.168928275
9097,9223,351,490,203,272922,43667.52,229254.48,1682.19,556,0.84,0.273575843,0.182390762
9098,5310,286,361,297,236277,47255.4,189021.6,1133.28,667,0.8,0.335269303,0.213423729
9099,8436,231,449,441,389197,108975.16,280221.84,2056.17,517,0.72,0.324344476,0.243737553
9100,3487,318,419,304,305018,33551.98,271466.02,1991.92,570,0.89,0.782598222,0.571241755
9101,5917,319,484,221,498244,49824.4,448419.6,2407.21,715,0.9,0.542540139,0.406829474
9102,3896,383,408,399,475680,28540.8,447139.2,1885.16,841,0.94,0.686899384,0.483870637
9103,8746,425,354,446,393931,47271.72,346659.28,2078.4,679,0.88,0.326709353,0.237640064
9104,2769,353,395,286,235745,28289.4,207455.6,1243.8,653,0.88,0.719321055,0.449187432
9105,8058,261,391,263,371048,44525.76,326522.24,1752.84,719,0.88,0.298441301,0.217527923
9106,7905,485,372,266,425642,97897.66,327744.34,1759.4,704,0.77,0.330980392,0.222567995
9107,3000,435,420,304,416854,104213.5,312640.5,2294.05,587,0.75,1.049683333,0.764683333
9108,9775,468,440,224,245883,68847.24,177035.76,1177.82,619,0.72,0.21338312,0.120493095
9109,7866,357,392,215,348290,101004.1,247285.9,1814.5,571,0.71,0.325896262,0.230676329
9110,7910,225,361,412,387971,104752.17,283218.83,1352.13,759,0.73,0.245022756,0.170939317
9111,7111,439,490,200,254758,35666.12,219091.88,923.7,814,0.86,0.260540008,0.129897342
9112,6329,376,444,427,279081,72561.06,206519.94,870.7,817,0.74,0.267135408,0.137573076
9113,2639,426,458,339,268667,26866.7,241800.3,1774.24,549,0.9,1.00729064,0.672315271
9114,5385,318,430,244,404370,24262.2,380107.8,2789.1,594,0.94,0.656843083,0.517938719
9115,4199,273,385,408,287581,23006.48,264574.52,1115.46,831,0.92,0.422352941,0.265648964
9116,8523,407,489,371,353581,84859.44,268721.56,1132.94,801,0.76,0.238054676,0.132927373
9117,9185,488,387,423,317163,41231.19,275931.81,1481.26,707,0.87,0.256533478,0.161269461
9118,9626,303,427,300,368648,95848.48,272799.52,1635.57,685,0.74,0.245747974,0.169911697
9119,9228,398,350,224,402955,32236.4,370718.6,2222.65,686,0.92,0.321916992,0.240859341
9120,2784,213,357,348,365695,25598.65,340096.35,2495.51,588,0.93,1.101117098,0.896375718
9121,6648,354,372,280,477285,66819.9,410465.1,2203.47,719,0.86,0.440654332,0.331448556
9122,5637,205,494,431,372406,22344.36,350061.64,2568.63,541,0.94,0.579675359,0.45567323
9123,2185,350,438,385,389164,77832.8,311331.2,2284.44,595,0.8,1.40615103,1.045510297
9124,5127,284,413,419,252656,60637.44,192018.56,1277.5,629,0.76,0.385118003,0.249171055
9125,5851,350,406,360,499955,124988.75,374966.25,1580.87,823,0.75,0.399396684,0.270188002
9126,9023,349,443,373,361143,79451.46,281691.54,2066.95,503,0.78,0.31685138,0.229075695
9127,9717,460,385,317,410757,24645.42,386111.58,2833.15,528,0.94,0.378527323,0.291566327
9128,5658,300,406,385,448211,35856.88,412354.12,2213.61,725,0.92,0.516014493,0.391235419
9129,5689,353,389,364,359463,50324.82,309138.18,2268.35,572,0.86,0.529152751,0.398725611
9130,5603,341,454,390,264629,21170.32,243458.68,1786.41,537,0.92,0.460719258,0.318830983
9131,7543,316,382,212,491418,98283.6,393134.4,2615.53,620,0.8,0.43928543,0.346749304
9132,2452,335,417,343,272743,73640.61,199102.39,950.55,756,0.73,0.69435155,0.387663132
9133,2734,293,420,393,259078,44043.26,215034.74,1430.63,625,0.83,0.784063643,0.523273592
9134,4002,201,442,380,362628,54394.2,308233.8,1471.56,752,0.85,0.528375812,0.367706147
9135,8608,240,459,360,454183,72669.28,381513.72,2799.41,563,0.84,0.406413801,0.32521027
9136,7653,330,361,261,451352,45135.2,406216.8,2702.57,622,0.9,0.443430027,0.353138638
9137,4545,313,459,424,366373,95256.98,271116.02,1455.41,739,0.74,0.490079208,0.320222222
9138,3096,433,356,227,250030,27503.3,222526.7,1480.48,633,0.89,0.733036176,0.478191214
9139,9129,323,433,338,429489,25769.34,403719.66,2420.5,661,0.94,0.34795706,0.265144046
9140,9039,327,350,230,290370,72592.5,217777.5,1169.08,722,0.75,0.204234982,0.129337316
9141,3739,298,397,428,235860,14151.6,221708.4,1626.82,530,0.94,0.620973522,0.435094945
9142,9348,461,488,377,240512,31266.56,209245.44,998.97,764,0.87,0.208383611,0.10686457
9143,9994,382,420,206,320936,54559.12,266376.88,1123.06,808,0.83,0.192621573,0.112373424
9144,4479,413,437,397,447501,71600.16,375900.84,2758.23,566,0.84,0.805588301,0.615813798
9145,4760,364,476,289,386600,77320,309280,1660.28,703,0.8,0.525268908,0.348798319
9146,3948,469,481,387,379525,94881.25,284643.75,1893.74,629,0.75,0.720298886,0.479670719
9147,9399,436,482,329,342170,37638.7,304531.3,2234.54,500,0.89,0.335412278,0.237742313
9148,3461,452,373,389,301888,18113.28,283774.72,1887.96,631,0.94,0.783865935,0.545495522
9149,4897,483,485,277,482482,82021.94,400460.06,2938.43,501,0.83,0.797719012,0.600046968
9150,6249,294,413,409,246064,59055.36,187008.64,1372.2,549,0.76,0.332725236,0.219587134
9151,2438,292,429,270,270350,75698,194652,1428.29,585,0.72,0.881579163,0.585844955
9152,5061,337,487,439,321754,45045.56,276708.44,1166.61,815,0.86,0.393323454,0.230509781
9153,8225,384,429,206,233261,46652.2,186608.8,786.75,749,0.8,0.19449848,0.095653495
9154,2357,442,393,385,241897,14513.82,227383.18,1668.46,519,0.94,1.062138311,0.707874417
9155,4412,245,414,270,402625,84551.25,318073.75,1341.01,807,0.79,0.453311423,0.303946056
9156,7865,267,496,381,324143,19448.58,304694.42,2027.14,610,0.94,0.354753973,0.257741894
9157,8973,392,438,212,325416,29287.44,296128.56,1248.49,805,0.91,0.231638248,0.139138527
9158,5560,261,374,246,431168,125038.72,306129.28,2246.27,592,0.71,0.518214029,0.404005396
9159,9943,471,350,245,236705,68644.45,168060.55,1007.61,693,0.71,0.183909283,0.10133863
9160,8061,242,423,216,319018,15950.9,303067.1,2223.8,528,0.95,0.358367448,0.27587148
9161,2827,329,450,412,231631,34744.65,196886.35,939.97,784,0.85,0.608054475,0.332497347
9162,4384,278,420,283,405204,89144.88,316059.12,2319.13,584,0.78,0.68821396,0.528998631
9163,2045,449,450,444,450644,85622.36,365021.64,2428.5,634,0.81,1.627139364,1.187530562
9164,9505,211,475,326,320573,76937.52,243635.48,1027.18,805,0.76,0.180239874,0.108067333
9165,6870,289,418,365,489238,117417.12,371820.88,2229.25,653,0.76,0.427401747,0.324490539
9166,7945,322,427,357,315385,69384.7,246000.3,1805.06,596,0.78,0.32146759,0.227194462
9167,3956,400,416,249,325383,16269.15,309113.85,2268.17,554,0.95,0.779618301,0.573349343
9168,7312,443,481,244,448825,116694.5,332130.5,2209.67,640,0.74,0.428565372,0.302197757
9169,9415,245,355,376,267324,13366.2,253957.8,1070.7,844,0.95,0.177450876,0.113722783
9170,2367,226,486,387,432911,73594.87,359316.13,2636.53,519,0.83,1.414672581,1.113869877
9171,7096,360,490,356,297557,41657.98,255899.02,1221.7,798,0.86,0.291953213,0.172167418
9172,2572,496,490,449,432986,38968.74,394017.26,1661.19,810,0.91,1.029234059,0.645874806
9173,8707,288,421,312,455247,22762.35,432484.65,2064.75,791,0.95,0.318565522,0.237136786
9174,9749,260,362,266,380659,49485.67,331173.33,1581.07,786,0.87,0.225979075,0.162177659
9175,5413,374,453,241,424745,80701.55,344043.45,2524.47,510,0.81,0.619152041,0.466371698
9176,3130,218,388,384,453142,22657.1,430484.9,3158.75,504,0.95,1.202795527,1.009185304
9177,7227,466,419,345,465764,125756.28,340007.72,2494.86,586,0.73,0.467671233,0.345213782
9178,7590,393,439,252,369922,70285.18,299636.82,1608.52,714,0.81,0.321544137,0.211926219
9179,9753,213,462,213,377272,26409.04,350862.96,1479.25,837,0.93,0.220880755,0.151671281
9180,7891,472,445,233,293481,38152.53,255328.47,1218.98,780,0.87,0.270685591,0.154477253
9181,3706,348,394,220,462666,32386.62,430279.38,3157.24,553,0.93,1.052142472,0.851926606
9182,6851,313,392,418,240256,38440.96,201815.04,963.5,751,0.84,0.243541089,0.140636403
9183,9027,367,402,399,295352,26581.68,268770.32,1972.14,517,0.91,0.303660131,0.218471253
9184,6600,349,441,297,498667,59840.04,438826.96,3219.96,583,0.88,0.607569697,0.487872727
9185,3613,315,401,310,237214,14232.84,222981.16,1336.88,693,0.94,0.568192638,0.370019374
9186,9868,311,363,234,323790,74471.7,249318.3,1051.14,811,0.77,0.174821646,0.106520065
9187,2533,476,350,237,399552,47946.24,351605.76,1887.5,709,0.88,1.071259376,0.745163837
9188,5047,244,446,348,346676,48534.64,298141.36,1983.54,605,0.86,0.529728552,0.393013671
9189,7064,402,359,233,471338,75414.08,395923.92,1669.23,825,0.84,0.344030294,0.236300963
9190,6001,349,462,213,286837,65972.51,220864.49,1469.42,634,0.77,0.380006666,0.244862523
9191,5992,337,460,391,472223,103889.06,368333.94,2208.35,656,0.78,0.501560414,0.368549733
9192,9824,456,355,269,257869,36101.66,221767.34,1627.25,538,0.86,0.2481932,0.165640269
9193,9265,335,382,209,387921,93101.04,294819.96,2163.28,574,0.76,0.310877496,0.233489477
9194,7766,484,469,271,400400,60060,340340,2497.29,575,0.85,0.444281483,0.321567087
9195,8161,347,497,226,444609,88921.8,355687.2,1499.59,832,0.8,0.287169465,0.183750766
9196,8290,334,413,315,379729,91134.96,288594.04,1377.79,777,0.76,0.2563076,0.166199035
9197,9796,401,452,390,433853,82432.07,351420.93,1677.74,751,0.81,0.258344222,0.171267864
9198,4045,430,398,375,261950,20956,240994,1293.71,710,0.92,0.524526576,0.319829419
9199,6022,481,391,357,345155,17257.75,327897.25,2181.51,617,0.95,0.507059117,0.362256725
9200,8756,367,411,442,312349,49975.84,262373.16,1408.48,734,0.84,0.249712197,0.16085884
9201,6372,343,439,293,267072,24036.48,243035.52,1304.67,701,0.91,0.32747489,0.204750471
9202,2013,341,469,266,281636,76041.72,205594.28,1232.64,695,0.73,1.014724292,0.612339791
9203,2926,227,461,262,491350,39308,452042,3316.92,542,0.92,1.368735475,1.133602187
9204,2044,480,483,378,266463,21317.04,245145.96,1469.77,685,0.92,1.190200587,0.719065558
9205,4047,221,396,311,391772,113613.88,278158.12,1327.97,752,0.71,0.480595503,0.328136892
9206,4148,394,452,388,265630,58438.6,207191.4,1520.3,578,0.78,0.570467695,0.366513983
9207,5123,286,456,365,416842,108378.92,308463.08,2263.39,527,0.74,0.586646496,0.441809487
9208,6601,202,406,314,278001,58380.21,219620.79,1316.74,686,0.79,0.291583093,0.199475837
9209,2002,445,402,369,331217,19873.02,311343.98,2071.38,636,0.94,1.457732268,1.034655345
9210,3222,308,366,417,354717,102867.93,251849.07,1061.81,819,0.71,0.538736809,0.329549969
9211,2933,315,463,246,395210,98802.5,296407.5,1591.18,745,0.75,0.807766792,0.542509376
9212,4126,238,404,236,452367,27142.02,425224.98,3120.15,530,0.94,0.911815317,0.756216675
9213,7677,474,426,344,325272,26021.76,299250.24,1261.65,822,0.92,0.281574834,0.16434154
9214,4593,485,496,332,260341,44257.97,216083.03,911.01,828,0.83,0.411933377,0.198347485
9215,7688,289,360,226,478497,57419.64,421077.36,3089.72,541,0.88,0.486305931,0.401888658
9216,6943,397,486,296,243875,70723.75,173151.25,730.01,807,0.71,0.232321763,0.10514331
9217,6681,250,386,381,402557,76485.83,326071.17,2392.59,536,0.81,0.453313875,0.358118545
9218,9362,288,381,364,479187,129380.49,349806.51,2097.27,667,0.73,0.29547853,0.22401944
9219,4251,387,362,424,415394,74770.92,340623.08,1626.19,765,0.82,0.558736768,0.382542931
9220,8771,431,472,237,319183,89371.24,229811.76,1377.84,684,0.72,0.260043325,0.157090412
9221,5961,273,402,406,247893,64452.18,183440.82,875.77,757,0.74,0.260152659,0.146916625
9222,7899,344,376,283,378007,37800.7,340206.3,1826.3,740,0.9,0.32235726,0.231206482
9223,2529,404,443,229,447996,129918.84,318077.16,2333.94,558,0.71,1.257785686,0.9228707
9224,6582,375,469,322,405694,93309.62,312384.38,1676.95,747,0.77,0.383006685,0.254778183
9225,4573,368,474,415,335048,23453.36,311594.64,1313.7,816,0.93,0.471397332,0.287273125
9226,6477,332,499,252,347887,59140.79,288746.21,2118.72,563,0.83,0.455414544,0.327114405
9227,4327,208,417,306,365556,40211.16,325344.84,2164.53,621,0.89,0.644679917,0.50023804
9228,9339,382,469,235,461374,41523.66,419850.34,2253.85,742,0.91,0.332460649,0.241337402
9229,5021,219,427,356,478331,124366.06,353964.94,1689.88,752,0.74,0.465222067,0.336562438
9230,7956,403,383,321,392534,70656.12,321877.88,1536.69,772,0.82,0.291941931,0.193148567
9231,4146,471,384,239,266174,21293.92,244880.08,1796.84,529,0.92,0.639614086,0.43339122
9232,6763,294,395,377,280530,14026.5,266503.5,1955.51,521,0.95,0.391026172,0.289148307
9233,6799,467,382,317,412695,61904.25,350790.75,1478.95,845,0.85,0.342395941,0.217524636
9234,2005,384,407,403,232625,46525,186100,1365.54,546,0.8,1.075581047,0.681067332
9235,5116,492,409,362,346486,62367.48,284118.52,2084.76,528,0.82,0.583612197,0.407498045
9236,8064,345,484,441,381845,22910.7,358934.3,1713.61,788,0.94,0.315303819,0.21250124
9237,7175,361,426,348,339254,81420.96,257833.04,1715.37,632,0.76,0.348762369,0.239075958
9238,4588,400,360,362,392899,70721.82,322177.18,1538.12,768,0.82,0.500897995,0.335248474
9239,7041,281,412,229,312829,28154.61,284674.39,1893.95,607,0.91,0.367412299,0.26898878
9240,5794,327,447,440,391281,93907.44,297373.56,1419.71,789,0.76,0.378617535,0.245031067
9241,7373,258,497,388,307551,21528.57,286022.43,2098.73,528,0.93,0.387051404,0.284650753
9242,9572,332,496,325,253744,63436,190308,1396.41,562,0.75,0.232387171,0.145884873
9243,4248,318,457,356,264177,29059.47,235117.53,1564.24,641,0.89,0.55066855,0.368229755
9244,7473,357,435,354,440977,44097.7,396879.3,2912.16,523,0.9,0.495672421,0.389690887
9245,8634,443,355,344,448935,76318.95,372616.05,2234.02,669,0.83,0.35117211,0.258746815
9246,8368,264,388,429,323631,80907.75,242723.25,1614.84,619,0.75,0.270893881,0.192978011
9247,2081,425,441,448,255230,56150.6,199079.4,1068.7,733,0.78,0.929697261,0.513551177
9248,8250,413,390,366,408310,20415.5,387894.5,1851.87,762,0.95,0.321802424,0.224469091
9249,3879,292,399,270,260995,13049.75,247945.25,1045.35,834,0.95,0.447628255,0.269489559
9250,7506,481,371,393,445317,48984.87,396332.13,2376.21,656,0.89,0.430083933,0.31657474
9251,7152,418,484,390,271810,67952.5,203857.5,859.47,848,0.75,0.246290548,0.12017198
9252,5127,398,461,413,461263,87639.97,373623.03,2485.72,609,0.81,0.652373708,0.484829335
9253,5073,259,457,442,395206,35568.54,359637.46,1516.25,818,0.91,0.440025626,0.298886261
9254,5737,398,430,447,390317,35128.53,355188.47,2606.25,563,0.91,0.598614258,0.454287955
9255,5926,383,380,295,438487,74542.79,363944.21,2421.33,643,0.83,0.537348971,0.40859433
9256,5778,401,465,298,290847,69803.28,221043.72,1470.61,630,0.76,0.404397715,0.254518865
9257,2449,408,495,320,390635,46876.2,343758.8,1449.3,822,0.88,0.960514496,0.591792568
9258,6336,446,365,400,384266,111437.14,272828.86,1150.26,846,0.71,0.309542298,0.181543561
9259,8384,491,454,432,459665,124109.55,335555.45,2232.46,646,0.73,0.378990935,0.26627624
9260,4054,293,394,214,379617,102496.59,277120.41,1843.69,650,0.73,0.62424519,0.45478293
9261,6324,472,465,254,402677,80535.4,322141.6,2363.76,554,0.8,0.521941809,0.373776091
9262,3398,459,414,350,347646,55623.36,292022.64,2142.76,699,0.84,0.8875103,0.630594467
9263,5227,461,380,321,488996,88019.28,400976.72,2152.53,702,0.82,0.572705185,0.411809834
9264,4212,332,378,383,432611,25956.66,406654.34,1941.43,792,0.94,0.629494302,0.4609283
9265,2726,344,458,270,396837,99209.25,297627.75,2183.89,547,0.75,1.095337491,0.801133529
9266,3411,489,409,324,322389,25791.12,296597.88,2176.33,545,0.92,0.901298739,0.638032835
9267,6551,415,444,319,402707,64433.12,338273.88,2482.13,579,0.84,0.510018318,0.378893299
9268,5801,416,421,313,260810,15648.6,245161.4,1033.61,830,0.94,0.322463368,0.1781779
9269,8046,416,385,401,253462,20276.96,233185.04,1551.39,603,0.92,0.292367636,0.192815063
9270,9669,277,444,307,406437,109737.99,296699.01,2177.07,514,0.73,0.299727997,0.225159789
9271,8807,393,367,400,369346,18467.3,350878.7,2334.4,643,0.95,0.351356875,0.265061883
9272,3035,374,421,332,444467,35557.36,408909.64,1952.2,773,0.92,0.905172982,0.643228995
9273,9465,203,392,229,307331,70686.13,236644.87,1129.78,755,0.77,0.182227153,0.119363973
9274,7302,228,411,302,484980,33948.6,451031.4,1901.57,823,0.93,0.347927965,0.260417694
9275,2029,401,473,395,271706,62492.38,209213.62,882.05,814,0.77,0.865475604,0.434721538
9276,7244,265,391,312,238378,47675.6,190702.4,1399.31,534,0.8,0.283725842,0.193168139
9277,9468,343,367,398,328755,72326.1,256428.9,1706.03,606,0.78,0.255178496,0.180189058
9278,2914,441,399,360,474081,28444.86,445636.14,2127.54,757,0.94,1.01837337,0.730109815
9279,9245,479,392,425,275583,55116.6,220466.4,1617.7,529,0.8,0.269194159,0.174981071
9280,8398,387,413,442,231896,32465.44,199430.56,840.81,831,0.86,0.195381043,0.100120267
9281,7037,297,352,247,275578,41336.7,234241.3,1558.41,646,0.85,0.31368623,0.221459429
9282,9008,326,378,266,378493,56773.95,321719.05,1928.87,653,0.85,0.292281306,0.214128552
9283,4313,204,391,392,260139,70237.53,189901.47,1019.43,702,0.73,0.374317181,0.236362161
9284,8336,350,417,245,413852,20692.6,393159.4,2615.7,628,0.95,0.405794146,0.313783589
9285,6354,317,352,379,413510,78566.9,334943.1,2457.69,501,0.81,0.492082153,0.386794145
9286,7375,355,421,345,359917,50388.38,309528.62,2059.3,640,0.86,0.384447458,0.279227119
9287,4268,411,453,260,445511,40095.99,405415.01,2974.79,578,0.91,0.899435333,0.696998594
9288,7774,402,476,385,376587,67785.66,308801.34,1851.42,696,0.82,0.351095961,0.23815539
9289,9552,245,454,244,318667,38240.04,280426.96,1681.3,663,0.88,0.249193886,0.176015494
9290,9010,334,364,369,462577,83263.86,379313.14,1599.2,828,0.82,0.254961154,0.177491676
9291,2164,477,494,347,275822,71713.72,204108.28,1497.67,523,0.74,1.140790203,0.692084104
9292,3721,203,353,377,471196,122510.96,348685.04,2090.54,680,0.74,0.711244289,0.561822091
9293,3138,380,468,433,459208,36736.64,422471.36,3099.95,588,0.92,1.258110261,0.987874442
9294,8665,342,381,258,373159,37315.9,335843.1,2464.3,518,0.9,0.367836122,0.284396999
9295,6082,276,427,210,439836,101162.28,338673.72,2030.52,692,0.77,0.449444262,0.333857284
9296,8947,263,448,353,409508,36855.72,372652.28,2734.39,567,0.91,0.385088857,0.305620879
9297,2460,230,419,379,333388,83347,250041,1499.12,677,0.75,0.873219512,0.609398374
9298,3098,313,407,364,338673,98215.17,240457.83,1764.39,539,0.71,0.801933505,0.5695255
9299,8821,486,375,227,453253,22662.65,430590.35,2311.5,724,0.95,0.359653101,0.26204512
9300,4631,349,408,294,370940,92735,278205,1328.19,774,0.75,0.450267761,0.286804146
9301,5710,308,493,350,350212,101561.48,248650.52,1824.51,519,0.71,0.459809107,0.319528897
9302,2876,435,423,323,486181,97236.2,388944.8,2853.94,572,0.8,1.29066064,0.992329624
9303,5242,318,493,398,296375,59275,237100,1272.8,722,0.8,0.397520031,0.242808089
9304,4441,399,421,221,397462,39746.2,357715.8,2379.89,648,0.9,0.720533664,0.535890565
9305,5411,450,420,392,274817,76948.76,197868.24,944.65,754,0.72,0.335363149,0.17457956
9306,9404,440,359,288,388365,89323.95,299041.05,1792.9,696,0.77,0.275616759,0.190652914
9307,6420,285,498,403,459979,68996.85,390982.15,2868.89,576,0.85,0.568830218,0.446867601
9308,6774,214,443,399,497678,94558.82,403119.18,1924.55,776,0.81,0.381096841,0.284108355
9309,4607,435,498,275,407592,81518.4,326073.6,1750.43,739,0.8,0.582467984,0.379950076
9310,8714,213,365,390,440234,114460.84,325773.16,1748.82,650,0.74,0.267020886,0.200690842
9311,2906,397,350,436,451314,112828.5,338485.5,2483.69,561,0.75,1.111730902,0.854676531
9312,8606,334,446,355,406354,28444.78,377909.22,2514.24,642,0.93,0.382784104,0.292149663
9313,2821,204,421,325,290261,55149.59,235111.41,1262.13,716,0.81,0.668957816,0.447405175
9314,8452,280,449,412,309690,58841.1,250848.9,1503.97,653,0.81,0.264194274,0.177942499
9315,6327,418,378,216,437941,74449.97,363491.03,1735.36,782,0.83,0.40008851,0.274278489
9316,4910,202,399,396,415330,62299.5,353030.5,2116.6,680,0.85,0.553482688,0.43107943
9317,9435,463,489,386,370440,22226.4,348213.6,1468.08,804,0.94,0.256500265,0.155599364
9318,5266,491,355,413,413947,41394.7,372552.3,2233.64,665,0.9,0.584815799,0.424162552
9319,9268,440,478,407,480520,105714.4,374805.6,2750.19,540,0.78,0.395790893,0.296740397
9320,8482,432,358,442,302118,75529.5,226588.5,1662.63,599,0.75,0.289157038,0.196018628
9321,4002,464,470,349,332725,26618,306107,1835.27,655,0.92,0.691971514,0.458588206
9322,3049,255,354,401,358696,82500.08,276195.92,1164.45,827,0.77,0.581649721,0.381912102
9323,3486,243,499,290,378715,53020.1,325694.9,1373.14,749,0.86,0.606752725,0.39390132
9324,7558,395,406,234,476843,90600.17,386242.83,1628.42,839,0.81,0.321436888,0.21545647
9325,9102,489,385,273,278673,27867.3,250805.7,1503.71,653,0.9,0.2612294,0.165206548
9326,8916,382,382,430,257377,23163.93,234213.07,1118.17,788,0.91,0.211100269,0.12541162
9327,6714,428,380,382,438315,127111.35,311203.65,1312.05,827,0.71,0.315765564,0.195420018
9328,3167,433,464,368,384632,50002.16,334629.84,2226.3,639,0.87,0.986201452,0.702968109
9329,8866,276,362,404,492193,103360.53,388832.47,2853.11,516,0.79,0.393763817,0.321803519
9330,5713,257,389,254,436713,74241.21,362471.79,2659.69,749,0.83,0.578625941,0.465550499
9331,4942,250,418,404,459835,101163.7,358671.3,1712.35,773,0.78,0.481657224,0.346489276
9332,5813,435,484,368,498902,109758.44,389143.56,2855.4,509,0.78,0.649303286,0.491209358
9333,5014,375,411,448,443115,110778.75,332336.25,1586.62,759,0.75,0.473199043,0.316437974
9334,7692,337,398,392,485756,48575.6,437180.4,2346.88,747,0.9,0.400660426,0.305106604
9335,5718,470,438,336,440758,114597.08,326160.92,1557.14,754,0.74,0.431119272,0.27232249
9336,7826,312,410,308,430776,68924.16,361851.84,2655.14,561,0.84,0.431528239,0.339271659
9337,8167,429,466,288,499957,64994.41,434962.59,2076.58,751,0.87,0.363852088,0.254264724
9338,3878,396,414,415,321004,89881.12,231122.88,1103.42,779,0.72,0.493403816,0.284533265
9339,3582,315,465,327,497971,49797.1,448173.9,1889.52,801,0.9,0.745259631,0.527504188
9340,6495,204,419,281,457604,77792.68,379811.32,2526.89,624,0.83,0.484971517,0.389051578
9341,3637,222,438,289,318258,22278.06,295979.94,1969.16,646,0.93,0.722892494,0.541424251
9342,5684,252,431,401,247653,27241.83,220411.17,1052.28,781,0.89,0.305292048,0.18513019
9343,7700,410,377,264,345505,100196.45,245308.55,1799.99,534,0.71,0.335972727,0.233764935
9344,7599,411,396,291,300308,51052.36,249255.64,1050.87,804,0.83,0.244488749,0.138290565
9345,2846,495,390,415,381003,99060.78,281942.22,2068.79,544,0.74,1.037874209,0.726911455
9346,5427,288,451,343,267736,13386.8,254349.2,1524.95,693,0.95,0.417164179,0.280993182
9347,3729,437,354,415,293633,41108.62,252524.38,1852.93,502,0.86,0.709018504,0.496897291
9348,7849,215,475,236,268045,61650.35,206394.65,1237.44,662,0.77,0.24556504,0.157655752
